epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,115.872,0.48593,0.43027,0.88319,0.98703,0.98838,0.99461,0.88164,0.48694,0.44062,0.88014,0.0018152,0.0018152,0.0018152
16,123.295,0.49101,0.42845,0.87496,0.99931,0.98701,0.99483,0.90571,0.46062,0.37374,0.86228,0.001802,0.001802,0.001802
17,130.688,0.48215,0.40924,0.87242,0.99458,0.99134,0.99417,0.90667,0.45108,0.36138,0.86421,0.0017888,0.0017888,0.0017888
18,138.054,0.47484,0.40523,0.86046,0.99963,0.99567,0.995,0.9234,0.41792,0.33879,0.85804,0.0017756,0.0017756,0.0017756
19,145.439,0.48809,0.40836,0.86811,0.99248,0.99567,0.99496,0.90214,0.45519,0.34384,0.86487,0.0017624,0.0017624,0.0017624
20,152.917,0.45662,0.39065,0.86685,0.99939,0.99567,0.995,0.92543,0.41318,0.31971,0.85334,0.0017492,0.0017492,0.0017492
21,160.35,0.46064,0.38477,0.86693,0.98922,0.99134,0.99465,0.90951,0.43455,0.33817,0.87189,0.001736,0.001736,0.001736
22,167.689,0.42933,0.37148,0.86515,0.97836,0.98268,0.99157,0.90938,0.44332,0.36404,0.88111,0.0017228,0.0017228,0.0017228
23,175.074,0.44484,0.37565,0.86237,0.98701,0.99567,0.99465,0.91078,0.42566,0.31965,0.86358,0.0017096,0.0017096,0.0017096
24,182.44,0.43427,0.35743,0.86541,0.9952,0.99567,0.995,0.92221,0.41349,0.30947,0.87281,0.0016964,0.0016964,0.0016964
25,189.943,0.43149,0.3681,0.86624,0.99715,0.99134,0.995,0.9259,0.38837,0.30608,0.84969,0.0016832,0.0016832,0.0016832
26,197.451,0.43012,0.35313,0.85866,0.98541,1,0.99413,0.92585,0.40866,0.32165,0.85169,0.00167,0.00167,0.00167
27,204.896,0.44961,0.36277,0.86988,0.99959,1,0.995,0.92595,0.41672,0.30789,0.8625,0.0016568,0.0016568,0.0016568
28,212.285,0.41453,0.34584,0.85296,0.99487,1,0.99478,0.91666,0.41128,0.30886,0.8568,0.0016436,0.0016436,0.0016436
29,219.668,0.41342,0.34617,0.8509,0.98295,0.99841,0.99479,0.93895,0.38521,0.29501,0.8631,0.0016304,0.0016304,0.0016304
30,227.024,0.40922,0.33266,0.8494,0.99826,0.99134,0.995,0.93452,0.41135,0.30952,0.85402,0.0016172,0.0016172,0.0016172
31,234.39,0.40038,0.33939,0.84145,0.99521,0.99567,0.99496,0.93284,0.38451,0.29232,0.84504,0.001604,0.001604,0.001604
32,241.807,0.41134,0.34969,0.85784,0.99941,1,0.995,0.92974,0.38112,0.28275,0.86173,0.0015908,0.0015908,0.0015908
33,249.186,0.41553,0.34937,0.86098,0.9995,1,0.995,0.92833,0.38326,0.28851,0.8437,0.0015776,0.0015776,0.0015776
34,256.585,0.40754,0.33911,0.85421,0.99073,0.98701,0.99379,0.93057,0.37535,0.34976,0.84872,0.0015644,0.0015644,0.0015644
35,263.919,0.40355,0.33706,0.85106,0.99742,1,0.995,0.94121,0.36502,0.28574,0.83344,0.0015512,0.0015512,0.0015512
36,271.353,0.38721,0.32028,0.84611,0.99565,0.9913,0.9947,0.9146,0.3985,0.30356,0.85096,0.001538,0.001538,0.001538
37,278.735,0.40695,0.32805,0.85229,0.99847,1,0.995,0.93752,0.37348,0.27307,0.84695,0.0015248,0.0015248,0.0015248
38,286.174,0.38993,0.31966,0.84343,0.99928,1,0.995,0.93527,0.37551,0.27559,0.84897,0.0015116,0.0015116,0.0015116
39,293.623,0.38382,0.31637,0.84169,0.99565,0.99126,0.99496,0.94221,0.36578,0.27155,0.84632,0.0014984,0.0014984,0.0014984
40,301.065,0.39549,0.33031,0.85137,1,0.99995,0.995,0.94482,0.3629,0.25786,0.83723,0.0014852,0.0014852,0.0014852
41,308.57,0.38316,0.31099,0.84284,0.99972,1,0.995,0.9364,0.36035,0.26159,0.83382,0.001472,0.001472,0.001472
42,316.047,0.37122,0.29989,0.84177,0.99953,0.99134,0.995,0.94129,0.35464,0.27028,0.83745,0.0014588,0.0014588,0.0014588
43,323.585,0.3823,0.32221,0.84796,0.99992,0.98701,0.99496,0.94037,0.36854,0.28156,0.84463,0.0014456,0.0014456,0.0014456
44,331.144,0.38083,0.30943,0.84083,0.99946,1,0.995,0.94575,0.35056,0.26233,0.83203,0.0014324,0.0014324,0.0014324
45,338.726,0.37118,0.29658,0.84801,0.99962,0.99134,0.995,0.93,0.36562,0.28644,0.84437,0.0014192,0.0014192,0.0014192
46,346.155,0.3756,0.29902,0.84055,1,0.99037,0.995,0.94608,0.35391,0.26625,0.83859,0.001406,0.001406,0.001406
47,353.677,0.36579,0.29656,0.84821,0.99966,1,0.995,0.95354,0.3392,0.25079,0.83211,0.0013928,0.0013928,0.0013928
48,361.15,0.36107,0.29964,0.84099,0.99956,1,0.995,0.94869,0.35382,0.25318,0.83192,0.0013796,0.0013796,0.0013796
49,368.619,0.3551,0.29477,0.83685,0.99798,1,0.995,0.93645,0.36915,0.26344,0.84207,0.0013664,0.0013664,0.0013664
50,376.091,0.35342,0.28753,0.82677,0.99972,1,0.995,0.95378,0.34753,0.25014,0.84289,0.0013532,0.0013532,0.0013532
51,383.559,0.35708,0.29696,0.83452,0.99968,1,0.995,0.94692,0.34219,0.24759,0.84541,0.00134,0.00134,0.00134
52,391.048,0.35692,0.28437,0.83016,0.9998,1,0.995,0.94375,0.33775,0.24407,0.84582,0.0013268,0.0013268,0.0013268
53,398.549,0.3635,0.29373,0.84234,0.99968,1,0.995,0.94932,0.34923,0.24527,0.8518,0.0013136,0.0013136,0.0013136
54,405.99,0.34569,0.2882,0.83039,0.99992,1,0.995,0.95011,0.34694,0.25663,0.84438,0.0013004,0.0013004,0.0013004
55,413.451,0.35773,0.28646,0.83178,0.99959,1,0.995,0.94868,0.33452,0.23647,0.84146,0.0012872,0.0012872,0.0012872
56,420.936,0.34042,0.27489,0.82862,0.99965,1,0.995,0.95365,0.33695,0.24602,0.83639,0.001274,0.001274,0.001274
57,428.445,0.35445,0.28184,0.83608,0.99554,0.99567,0.99496,0.9482,0.34535,0.25392,0.83499,0.0012608,0.0012608,0.0012608
58,435.933,0.34421,0.2699,0.83965,0.99967,1,0.995,0.95356,0.32049,0.23249,0.8277,0.0012476,0.0012476,0.0012476
59,443.427,0.34454,0.27497,0.83223,0.99963,1,0.995,0.9577,0.33322,0.24719,0.84005,0.0012344,0.0012344,0.0012344
60,450.89,0.34551,0.27247,0.83687,0.99541,1,0.99496,0.95662,0.31873,0.23038,0.82128,0.0012212,0.0012212,0.0012212
61,458.44,0.34431,0.27853,0.82665,0.99939,1,0.995,0.94653,0.32462,0.23051,0.83751,0.001208,0.001208,0.001208
62,465.887,0.33964,0.27636,0.8327,0.99516,1,0.995,0.94765,0.33715,0.23138,0.84081,0.0011948,0.0011948,0.0011948
63,473.411,0.33677,0.27685,0.83069,0.9994,1,0.995,0.95772,0.3233,0.23311,0.83133,0.0011816,0.0011816,0.0011816
64,480.965,0.34438,0.27918,0.82914,1,0.99975,0.995,0.9566,0.31804,0.23244,0.83509,0.0011684,0.0011684,0.0011684
65,488.483,0.34653,0.27202,0.83411,0.99696,1,0.995,0.95873,0.31987,0.23266,0.82987,0.0011552,0.0011552,0.0011552
66,495.911,0.32916,0.27135,0.8274,0.99873,1,0.995,0.95671,0.32297,0.22617,0.82623,0.001142,0.001142,0.001142
67,503.343,0.33265,0.26708,0.83459,1,0.99985,0.995,0.96325,0.30666,0.22668,0.83149,0.0011288,0.0011288,0.0011288
68,510.76,0.33135,0.26649,0.82765,1,0.99978,0.995,0.95651,0.32189,0.22827,0.83269,0.0011156,0.0011156,0.0011156
69,518.243,0.32488,0.25958,0.82249,0.99967,1,0.995,0.9579,0.3133,0.21814,0.83646,0.0011024,0.0011024,0.0011024
70,525.776,0.33232,0.26328,0.82847,0.99975,1,0.995,0.95307,0.33142,0.22754,0.8391,0.0010892,0.0010892,0.0010892
71,533.255,0.33126,0.26944,0.83666,0.99965,0.99567,0.995,0.95904,0.32139,0.22855,0.8326,0.001076,0.001076,0.001076
72,540.689,0.32995,0.26287,0.82995,0.99975,1,0.995,0.96383,0.32016,0.22002,0.83626,0.0010628,0.0010628,0.0010628
73,548.147,0.34521,0.27005,0.83818,0.9997,1,0.995,0.95715,0.32738,0.22813,0.83566,0.0010496,0.0010496,0.0010496
74,555.634,0.33035,0.25805,0.82772,0.99534,1,0.995,0.95625,0.32918,0.22474,0.82983,0.0010364,0.0010364,0.0010364
75,563.148,0.32407,0.25711,0.83122,0.99987,1,0.995,0.95913,0.31927,0.21713,0.8257,0.0010232,0.0010232,0.0010232
76,570.632,0.33922,0.26729,0.83132,0.99973,1,0.995,0.95266,0.31114,0.2168,0.82775,0.00101,0.00101,0.00101
77,578.19,0.32613,0.25796,0.82213,0.99977,1,0.995,0.9657,0.30916,0.2166,0.83173,0.0009968,0.0009968,0.0009968
78,585.628,0.32122,0.2543,0.82677,0.99569,0.9997,0.99478,0.96025,0.31519,0.22255,0.83206,0.0009836,0.0009836,0.0009836
79,593.116,0.32028,0.25715,0.83585,0.99545,1,0.99483,0.95355,0.31174,0.21428,0.82674,0.0009704,0.0009704,0.0009704
80,600.589,0.31454,0.25307,0.82344,0.99974,1,0.995,0.9615,0.32101,0.21284,0.83392,0.0009572,0.0009572,0.0009572
81,608.11,0.31143,0.23816,0.82199,0.99974,1,0.995,0.9655,0.29822,0.20856,0.82729,0.000944,0.000944,0.000944
82,615.597,0.31617,0.24712,0.82725,0.99544,1,0.995,0.96469,0.31203,0.21599,0.82599,0.0009308,0.0009308,0.0009308
83,623.134,0.3165,0.24698,0.82685,1,0.99835,0.995,0.96252,0.31217,0.21192,0.82417,0.0009176,0.0009176,0.0009176
84,630.622,0.31279,0.24213,0.82366,0.99999,1,0.995,0.96045,0.2943,0.20478,0.82373,0.0009044,0.0009044,0.0009044
85,638.175,0.31891,0.25266,0.82164,0.99148,1,0.99496,0.9635,0.30686,0.21377,0.82027,0.0008912,0.0008912,0.0008912
86,645.666,0.30435,0.24414,0.81645,0.99973,1,0.995,0.96324,0.30927,0.21193,0.82914,0.000878,0.000878,0.000878
87,653.203,0.30651,0.23808,0.82246,0.99927,0.99567,0.995,0.96606,0.297,0.21438,0.82954,0.0008648,0.0008648,0.0008648
88,660.702,0.31048,0.23717,0.83125,0.99972,1,0.995,0.97199,0.29279,0.19825,0.82712,0.0008516,0.0008516,0.0008516
89,668.229,0.30777,0.24333,0.81787,0.99963,1,0.995,0.96897,0.2942,0.20418,0.83041,0.0008384,0.0008384,0.0008384
90,675.644,0.31329,0.24727,0.83129,0.99974,1,0.995,0.96678,0.30233,0.20608,0.82511,0.0008252,0.0008252,0.0008252
91,683.105,0.30216,0.23617,0.82239,0.99982,1,0.995,0.97044,0.28926,0.19732,0.83398,0.000812,0.000812,0.000812
92,690.608,0.30108,0.23101,0.82008,0.99976,1,0.995,0.9676,0.28852,0.19769,0.83032,0.0007988,0.0007988,0.0007988
93,698.103,0.29736,0.23481,0.81962,0.99975,1,0.995,0.96937,0.2909,0.20732,0.82651,0.0007856,0.0007856,0.0007856
94,705.585,0.29131,0.23212,0.81584,0.99975,1,0.995,0.96385,0.29614,0.1969,0.83327,0.0007724,0.0007724,0.0007724
95,713.042,0.29846,0.2287,0.81511,0.99974,1,0.995,0.96474,0.28921,0.19512,0.83244,0.0007592,0.0007592,0.0007592
96,720.518,0.29602,0.23227,0.81501,0.99974,1,0.995,0.96394,0.28951,0.19675,0.82842,0.000746,0.000746,0.000746
97,727.994,0.29075,0.22532,0.82009,0.99965,1,0.995,0.96775,0.2912,0.19839,0.82162,0.0007328,0.0007328,0.0007328
98,735.445,0.30557,0.2352,0.83076,0.99975,1,0.995,0.96867,0.28705,0.19997,0.81911,0.0007196,0.0007196,0.0007196
99,742.902,0.29221,0.2269,0.82223,0.99972,1,0.995,0.96743,0.29421,0.20332,0.82619,0.0007064,0.0007064,0.0007064
100,750.387,0.29355,0.22587,0.82019,0.99977,1,0.995,0.96531,0.29811,0.20011,0.81921,0.0006932,0.0006932,0.0006932
101,757.971,0.29403,0.22277,0.82088,0.99974,1,0.995,0.96742,0.2883,0.19024,0.83205,0.00068,0.00068,0.00068
102,765.496,0.29793,0.23199,0.81782,1,0.9998,0.995,0.97045,0.29172,0.19421,0.84055,0.0006668,0.0006668,0.0006668
103,773.108,0.29204,0.22143,0.81796,0.99978,1,0.995,0.97098,0.29214,0.18925,0.83871,0.0006536,0.0006536,0.0006536
104,780.704,0.28763,0.22517,0.81732,0.99975,1,0.995,0.96523,0.28741,0.18877,0.82927,0.0006404,0.0006404,0.0006404
105,788.205,0.28385,0.22017,0.82554,0.99972,1,0.995,0.96219,0.28831,0.19231,0.81694,0.0006272,0.0006272,0.0006272
106,795.787,0.2838,0.21801,0.814,0.99969,1,0.995,0.97437,0.27596,0.18479,0.8249,0.000614,0.000614,0.000614
107,803.338,0.27523,0.21049,0.8105,0.99977,1,0.995,0.97266,0.28224,0.18263,0.82822,0.0006008,0.0006008,0.0006008
108,810.939,0.28232,0.2155,0.8178,0.99976,1,0.995,0.97058,0.28246,0.18434,0.82895,0.0005876,0.0005876,0.0005876
109,818.551,0.2719,0.21591,0.80978,1,0.99978,0.995,0.97261,0.28142,0.18582,0.82998,0.0005744,0.0005744,0.0005744
110,826.039,0.28185,0.21838,0.81904,0.99992,1,0.995,0.96982,0.27602,0.18175,0.82161,0.0005612,0.0005612,0.0005612
111,833.572,0.27852,0.21274,0.81033,1,0.99985,0.995,0.96145,0.29389,0.18714,0.83305,0.000548,0.000548,0.000548
112,841.166,0.26844,0.20758,0.81884,1,0.99986,0.995,0.96891,0.27546,0.18447,0.83036,0.0005348,0.0005348,0.0005348
113,848.684,0.27479,0.21889,0.81341,0.99976,1,0.995,0.97133,0.28227,0.1849,0.83373,0.0005216,0.0005216,0.0005216
114,856.287,0.27875,0.21315,0.81371,0.99975,1,0.995,0.97128,0.27893,0.18416,0.82771,0.0005084,0.0005084,0.0005084
115,864.036,0.27687,0.21524,0.8179,0.99987,1,0.995,0.96754,0.27387,0.17731,0.82298,0.0004952,0.0004952,0.0004952
116,871.66,0.2748,0.21446,0.81491,0.99977,1,0.995,0.9728,0.26908,0.17334,0.83115,0.000482,0.000482,0.000482
117,879.205,0.2583,0.19482,0.80384,0.99974,1,0.995,0.97169,0.27779,0.18104,0.83694,0.0004688,0.0004688,0.0004688
118,886.645,0.27163,0.20566,0.81333,0.99976,1,0.995,0.97454,0.27445,0.1764,0.83689,0.0004556,0.0004556,0.0004556
119,895.044,0.26481,0.20464,0.81199,1,0.99996,0.995,0.97315,0.26955,0.17568,0.83807,0.0004424,0.0004424,0.0004424
120,902.554,0.26993,0.20139,0.8154,0.99989,1,0.995,0.97327,0.27945,0.17771,0.83966,0.0004292,0.0004292,0.0004292
121,910.044,0.26131,0.20285,0.81349,0.99984,1,0.995,0.9748,0.26736,0.1715,0.83031,0.000416,0.000416,0.000416
122,917.568,0.26274,0.20255,0.81066,0.9998,1,0.995,0.97176,0.27094,0.17566,0.83211,0.0004028,0.0004028,0.0004028
123,925.044,0.26842,0.20079,0.81787,0.99976,1,0.995,0.97377,0.27079,0.17111,0.83152,0.0003896,0.0003896,0.0003896
124,932.629,0.26188,0.19896,0.81198,0.99976,1,0.995,0.97571,0.27331,0.17212,0.8336,0.0003764,0.0003764,0.0003764
125,940.155,0.25948,0.19811,0.81115,0.99978,1,0.995,0.97121,0.27135,0.1697,0.83475,0.0003632,0.0003632,0.0003632
126,947.603,0.25988,0.19679,0.80929,0.99973,1,0.995,0.96983,0.2666,0.17058,0.83664,0.00035,0.00035,0.00035
127,955.105,0.2537,0.19519,0.8095,0.9998,1,0.995,0.97268,0.2701,0.17291,0.83536,0.0003368,0.0003368,0.0003368
128,962.538,0.25534,0.19735,0.81136,0.99978,1,0.995,0.97314,0.26827,0.17094,0.83191,0.0003236,0.0003236,0.0003236
129,970.095,0.25515,0.19062,0.8143,0.99975,1,0.995,0.96974,0.27349,0.16509,0.83252,0.0003104,0.0003104,0.0003104
130,977.614,0.25039,0.19396,0.8113,0.99978,1,0.995,0.96999,0.27656,0.1678,0.83221,0.0002972,0.0002972,0.0002972
131,985.121,0.25444,0.19584,0.81237,0.99976,1,0.995,0.96892,0.27302,0.17403,0.83125,0.000284,0.000284,0.000284
132,992.683,0.25693,0.19489,0.80873,0.99982,1,0.995,0.97336,0.26967,0.17257,0.83486,0.0002708,0.0002708,0.0002708
133,1000.17,0.26056,0.19381,0.81232,0.99977,1,0.995,0.9723,0.27197,0.16888,0.83377,0.0002576,0.0002576,0.0002576
134,1007.57,0.24921,0.18798,0.80685,0.99975,1,0.995,0.97222,0.2695,0.1699,0.83218,0.0002444,0.0002444,0.0002444
135,1015.03,0.24974,0.1877,0.81267,0.99977,1,0.995,0.9747,0.26415,0.16636,0.83113,0.0002312,0.0002312,0.0002312
136,1022.51,0.24952,0.18263,0.81322,0.99977,1,0.995,0.97411,0.26908,0.16768,0.83221,0.000218,0.000218,0.000218
137,1030.03,0.25348,0.18705,0.81142,0.99977,1,0.995,0.9732,0.26753,0.16274,0.83256,0.0002048,0.0002048,0.0002048
138,1037.57,0.24735,0.18347,0.81073,0.99977,1,0.995,0.97239,0.27109,0.16642,0.83562,0.0001916,0.0001916,0.0001916
139,1045.1,0.24784,0.18074,0.8097,0.99978,1,0.995,0.97122,0.27223,0.16406,0.83629,0.0001784,0.0001784,0.0001784
140,1052.55,0.24341,0.18177,0.80144,0.99977,1,0.995,0.97291,0.26491,0.16288,0.83429,0.0001652,0.0001652,0.0001652
141,1071.54,0.2026,0.15438,0.77464,0.99976,1,0.995,0.97492,0.26922,0.16314,0.83549,0.000152,0.000152,0.000152
142,1078.91,0.20473,0.15605,0.77703,0.99975,1,0.995,0.96872,0.27206,0.16915,0.83965,0.0001388,0.0001388,0.0001388
143,1086.33,0.20186,0.15376,0.77281,0.99975,1,0.995,0.97319,0.26962,0.16294,0.83834,0.0001256,0.0001256,0.0001256
144,1093.82,0.1973,0.15435,0.77303,0.99975,1,0.995,0.97308,0.26708,0.1613,0.83647,0.0001124,0.0001124,0.0001124
145,1101.27,0.19987,0.15449,0.77049,0.99976,1,0.995,0.9759,0.26396,0.16155,0.8342,9.92e-05,9.92e-05,9.92e-05
146,1108.64,0.19601,0.15394,0.76476,0.99976,1,0.995,0.97559,0.26505,0.16491,0.83434,8.6e-05,8.6e-05,8.6e-05
147,1116.05,0.19597,0.15045,0.7804,0.99977,1,0.995,0.97519,0.26318,0.16257,0.83443,7.28e-05,7.28e-05,7.28e-05
148,1123.49,0.19566,0.14864,0.77694,0.99977,1,0.995,0.97297,0.26354,0.15959,0.83512,5.96e-05,5.96e-05,5.96e-05
149,1130.95,0.18931,0.14416,0.77279,0.99977,1,0.995,0.97555,0.26351,0.16022,0.83533,4.64e-05,4.64e-05,4.64e-05
150,1138.42,0.19359,0.14537,0.78548,0.99977,1,0.995,0.97451,0.26428,0.15944,0.8374,3.32e-05,3.32e-05,3.32e-05
