epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,138.025,0.54107,0.44632,0.90934,0.98287,0.97835,0.98979,0.88387,0.53405,0.39862,0.91053,0.0018416,0.0018416,0.0018416
14,148.931,0.51345,0.43191,0.88933,0.98653,0.99567,0.99483,0.90037,0.47648,0.35843,0.89778,0.0018284,0.0018284,0.0018284
15,159.818,0.51006,0.43386,0.89922,0.9643,0.95671,0.99036,0.87202,0.52625,0.42463,0.90519,0.0018152,0.0018152,0.0018152
16,170.743,0.49932,0.4278,0.89777,0.92092,0.8658,0.90944,0.75514,0.68834,0.72011,1.07236,0.001802,0.001802,0.001802
17,181.643,0.49895,0.41426,0.89226,0.98252,0.97357,0.9874,0.89609,0.49122,0.40285,0.89495,0.0017888,0.0017888,0.0017888
18,192.498,0.48463,0.4041,0.87757,0.98695,0.98208,0.99436,0.91116,0.46445,0.34778,0.89528,0.0017756,0.0017756,0.0017756
19,203.396,0.47696,0.41542,0.88327,0.9686,0.93475,0.98645,0.87943,0.50841,0.41834,0.91879,0.0017624,0.0017624,0.0017624
20,214.283,0.48103,0.41359,0.88907,0.96483,0.95671,0.98584,0.88571,0.47795,0.40999,0.90344,0.0017492,0.0017492,0.0017492
21,225.1,0.47958,0.38878,0.89121,0.95901,0.91146,0.96266,0.84582,0.55785,0.48019,0.94729,0.001736,0.001736,0.001736
22,235.936,0.45369,0.3772,0.878,0.98158,0.99567,0.99417,0.9131,0.43962,0.33049,0.88103,0.0017228,0.0017228,0.0017228
23,246.833,0.45631,0.39321,0.87252,0.98694,0.9812,0.99244,0.89907,0.45585,0.36063,0.90745,0.0017096,0.0017096,0.0017096
24,257.664,0.44352,0.37165,0.87772,0.99129,0.98521,0.99474,0.92752,0.45678,0.34015,0.88753,0.0016964,0.0016964,0.0016964
25,268.541,0.44915,0.37578,0.87513,0.99141,0.99957,0.995,0.92624,0.42649,0.3107,0.87631,0.0016832,0.0016832,0.0016832
26,279.328,0.42735,0.35088,0.863,1,0.99953,0.995,0.92219,0.43916,0.30624,0.89033,0.00167,0.00167,0.00167
27,290.187,0.46181,0.36677,0.87851,0.99997,0.99567,0.995,0.91433,0.42702,0.30133,0.86892,0.0016568,0.0016568,0.0016568
28,300.958,0.44504,0.35396,0.86983,1,0.99497,0.995,0.92388,0.40603,0.31284,0.85558,0.0016436,0.0016436,0.0016436
29,311.801,0.43187,0.36333,0.86416,1,0.99864,0.995,0.90549,0.44072,0.31058,0.8789,0.0016304,0.0016304,0.0016304
30,322.63,0.43159,0.33924,0.86629,0.98717,0.99948,0.9919,0.93721,0.39338,0.29546,0.86894,0.0016172,0.0016172,0.0016172
31,333.513,0.40593,0.3391,0.85549,0.99503,0.99134,0.99196,0.92733,0.41198,0.29976,0.8798,0.001604,0.001604,0.001604
32,344.382,0.41507,0.35318,0.86384,0.99568,0.9989,0.99496,0.94167,0.38403,0.28829,0.85969,0.0015908,0.0015908,0.0015908
33,355.254,0.41761,0.33641,0.8706,0.98702,0.98722,0.99487,0.93784,0.38724,0.30442,0.85171,0.0015776,0.0015776,0.0015776
34,366.052,0.41134,0.34422,0.85909,0.99331,1,0.99496,0.92422,0.41572,0.30548,0.87401,0.0015644,0.0015644,0.0015644
35,376.892,0.4063,0.33807,0.85461,0.9997,1,0.995,0.93722,0.38111,0.27179,0.85709,0.0015512,0.0015512,0.0015512
36,387.766,0.39124,0.31775,0.85401,0.99947,0.99567,0.995,0.92463,0.4116,0.3009,0.87376,0.001538,0.001538,0.001538
37,398.583,0.40744,0.33104,0.85749,0.99569,0.99988,0.995,0.93238,0.38087,0.28794,0.85692,0.0015248,0.0015248,0.0015248
38,409.475,0.39366,0.33168,0.85027,0.99313,0.97403,0.98836,0.92063,0.41137,0.30911,0.88239,0.0015116,0.0015116,0.0015116
39,420.917,0.39412,0.33348,0.85,0.99381,0.99567,0.995,0.93924,0.36686,0.29804,0.86688,0.0014984,0.0014984,0.0014984
40,431.773,0.38879,0.32142,0.85436,0.99959,0.99567,0.995,0.9572,0.35666,0.27326,0.86172,0.0014852,0.0014852,0.0014852
41,442.7,0.37355,0.29835,0.84294,0.99568,0.9984,0.995,0.94546,0.37771,0.26476,0.85521,0.001472,0.001472,0.001472
42,453.388,0.37965,0.30935,0.84819,0.99969,1,0.995,0.94864,0.37364,0.26803,0.8504,0.0014588,0.0014588,0.0014588
43,464.281,0.38394,0.32196,0.84953,0.99527,1,0.995,0.94438,0.36078,0.27024,0.84375,0.0014456,0.0014456,0.0014456
44,475.107,0.37489,0.29999,0.84135,0.99569,0.9996,0.99496,0.95178,0.34302,0.26014,0.83835,0.0014324,0.0014324,0.0014324
45,485.921,0.3761,0.30921,0.84996,0.9851,0.97835,0.99423,0.92369,0.40505,0.29871,0.88358,0.0014192,0.0014192,0.0014192
46,496.71,0.37813,0.31497,0.84664,0.99689,1,0.995,0.94273,0.38315,0.28618,0.85891,0.001406,0.001406,0.001406
47,507.598,0.37242,0.30805,0.85343,0.99687,1,0.995,0.95355,0.36118,0.25436,0.84223,0.0013928,0.0013928,0.0013928
48,518.368,0.36795,0.30673,0.85099,0.99569,0.99941,0.9947,0.94207,0.38892,0.26571,0.85624,0.0013796,0.0013796,0.0013796
49,529.201,0.363,0.29099,0.84384,0.99565,0.99085,0.99491,0.93762,0.40723,0.28526,0.88218,0.0013664,0.0013664,0.0013664
50,539.967,0.36116,0.29226,0.83302,0.99569,0.99967,0.995,0.94899,0.3398,0.25026,0.83436,0.0013532,0.0013532,0.0013532
51,550.841,0.36003,0.29173,0.84144,0.99514,1,0.995,0.95227,0.34641,0.25572,0.82977,0.00134,0.00134,0.00134
52,561.668,0.37679,0.29563,0.84314,0.99099,0.99567,0.99391,0.94202,0.38128,0.28018,0.85719,0.0013268,0.0013268,0.0013268
53,572.554,0.36966,0.30863,0.84511,0.99489,1,0.995,0.95046,0.34088,0.24625,0.84149,0.0013136,0.0013136,0.0013136
54,583.303,0.34904,0.29611,0.83963,0.99513,0.99567,0.995,0.94744,0.35108,0.24902,0.85129,0.0013004,0.0013004,0.0013004
55,594.116,0.34667,0.27847,0.82969,0.99563,1,0.995,0.9559,0.35854,0.25401,0.84029,0.0012872,0.0012872,0.0012872
56,604.963,0.34143,0.2752,0.83501,0.99851,0.99567,0.995,0.95385,0.34026,0.24311,0.83946,0.001274,0.001274,0.001274
57,615.814,0.35232,0.27754,0.83911,0.99947,0.99567,0.995,0.95051,0.3514,0.24457,0.85297,0.0012608,0.0012608,0.0012608
58,626.659,0.34997,0.27637,0.84563,0.99866,0.99567,0.995,0.96276,0.33483,0.24201,0.83532,0.0012476,0.0012476,0.0012476
59,637.562,0.33818,0.27088,0.83494,0.99134,0.99123,0.99487,0.94788,0.33746,0.23693,0.84918,0.0012344,0.0012344,0.0012344
60,648.448,0.3429,0.27102,0.84173,0.99569,0.99979,0.99496,0.95692,0.3416,0.24922,0.8367,0.0012212,0.0012212,0.0012212
61,659.299,0.33419,0.27939,0.82617,0.99379,1,0.99496,0.95222,0.34523,0.25843,0.84162,0.001208,0.001208,0.001208
62,670.134,0.34162,0.27332,0.83534,1,0.9996,0.995,0.96634,0.32625,0.23518,0.8381,0.0011948,0.0011948,0.0011948
63,681.017,0.33993,0.2754,0.83803,0.99958,1,0.995,0.9642,0.32841,0.24101,0.84407,0.0011816,0.0011816,0.0011816
64,691.951,0.33665,0.27839,0.82847,0.99977,1,0.995,0.9616,0.31625,0.23134,0.82857,0.0011684,0.0011684,0.0011684
65,702.823,0.34517,0.27767,0.84113,0.99971,0.99567,0.995,0.96034,0.33575,0.24606,0.84173,0.0011552,0.0011552,0.0011552
66,713.628,0.33355,0.27829,0.83616,0.99567,0.99567,0.99357,0.95912,0.33236,0.25402,0.84167,0.001142,0.001142,0.001142
67,724.499,0.33713,0.26808,0.83925,1,0.99994,0.995,0.9639,0.3175,0.22659,0.83569,0.0011288,0.0011288,0.0011288
68,735.38,0.32522,0.26518,0.83243,1,0.99998,0.995,0.96864,0.30181,0.22207,0.83399,0.0011156,0.0011156,0.0011156
69,746.309,0.32317,0.26633,0.82455,0.99961,0.99567,0.995,0.95915,0.32553,0.23654,0.83468,0.0011024,0.0011024,0.0011024
70,757.077,0.31224,0.25399,0.82459,1,0.99987,0.995,0.96351,0.32668,0.22976,0.83407,0.0010892,0.0010892,0.0010892
71,767.864,0.31375,0.24914,0.83326,1,0.99975,0.995,0.96366,0.31849,0.22668,0.84218,0.001076,0.001076,0.001076
72,778.685,0.31964,0.25091,0.83254,0.99557,1,0.99487,0.96744,0.31427,0.23229,0.83314,0.0010628,0.0010628,0.0010628
73,789.546,0.32455,0.25599,0.83235,0.99976,1,0.995,0.97056,0.29985,0.21563,0.82646,0.0010496,0.0010496,0.0010496
74,800.351,0.32536,0.25257,0.82804,0.99909,1,0.995,0.96293,0.31138,0.22842,0.82894,0.0010364,0.0010364,0.0010364
75,811.224,0.32993,0.26284,0.83818,1,0.99946,0.995,0.95953,0.3224,0.22531,0.83166,0.0010232,0.0010232,0.0010232
76,822.064,0.32684,0.25934,0.82827,1,0.9998,0.995,0.96168,0.29728,0.21643,0.82165,0.00101,0.00101,0.00101
77,832.888,0.31719,0.25737,0.81972,1,0.99897,0.995,0.96731,0.29347,0.22003,0.82246,0.0009968,0.0009968,0.0009968
78,843.664,0.31703,0.25401,0.82823,1,0.99553,0.995,0.9551,0.30478,0.23364,0.83843,0.0009836,0.0009836,0.0009836
79,854.52,0.30698,0.24357,0.83466,0.99551,1,0.995,0.96713,0.3029,0.20624,0.84491,0.0009704,0.0009704,0.0009704
80,865.366,0.30539,0.24652,0.82294,0.99524,1,0.995,0.96496,0.29462,0.20541,0.83351,0.0009572,0.0009572,0.0009572
81,876.223,0.30612,0.24233,0.82207,1,0.99969,0.995,0.97072,0.29062,0.21041,0.82927,0.000944,0.000944,0.000944
82,887.05,0.31291,0.25111,0.82823,0.99961,1,0.995,0.96507,0.31083,0.22743,0.83068,0.0009308,0.0009308,0.0009308
83,897.869,0.31432,0.248,0.83048,0.99992,1,0.995,0.9681,0.30717,0.21594,0.82718,0.0009176,0.0009176,0.0009176
84,908.652,0.31069,0.24243,0.82614,0.99539,1,0.995,0.97063,0.29289,0.21016,0.83308,0.0009044,0.0009044,0.0009044
85,919.535,0.31892,0.24962,0.82781,0.99534,1,0.995,0.96684,0.31482,0.21097,0.83727,0.0008912,0.0008912,0.0008912
86,930.318,0.29951,0.23958,0.81696,1,0.99969,0.995,0.96788,0.30227,0.20856,0.83515,0.000878,0.000878,0.000878
87,941.107,0.30735,0.23454,0.82703,0.99981,1,0.995,0.96772,0.29179,0.2122,0.82469,0.0008648,0.0008648,0.0008648
88,951.927,0.30116,0.23842,0.83022,0.99976,0.99567,0.995,0.97248,0.28353,0.20674,0.82282,0.0008516,0.0008516,0.0008516
89,962.776,0.29468,0.23724,0.81809,1,0.99537,0.995,0.96613,0.29409,0.22247,0.82195,0.0008384,0.0008384,0.0008384
90,973.561,0.30352,0.24132,0.83081,1,0.99969,0.995,0.96967,0.29612,0.20671,0.83541,0.0008252,0.0008252,0.0008252
91,984.377,0.29836,0.23996,0.82188,0.99492,1,0.995,0.968,0.29317,0.22146,0.83698,0.000812,0.000812,0.000812
92,995.19,0.29646,0.24242,0.8211,0.99786,1,0.995,0.97005,0.29203,0.20539,0.83723,0.0007988,0.0007988,0.0007988
93,1006.03,0.28944,0.23445,0.8207,0.9998,1,0.995,0.96409,0.30315,0.20764,0.84065,0.0007856,0.0007856,0.0007856
94,1016.84,0.28581,0.22765,0.81783,0.9997,1,0.995,0.96376,0.30423,0.20536,0.84363,0.0007724,0.0007724,0.0007724
95,1027.69,0.28701,0.2246,0.81945,1,0.99969,0.995,0.96622,0.28352,0.20964,0.82859,0.0007592,0.0007592,0.0007592
96,1038.5,0.29394,0.22851,0.82028,0.99569,0.99994,0.99487,0.96487,0.30929,0.21805,0.83124,0.000746,0.000746,0.000746
97,1049.38,0.28258,0.2256,0.82325,0.99947,1,0.995,0.96829,0.29407,0.19997,0.83072,0.0007328,0.0007328,0.0007328
98,1060.23,0.30085,0.23642,0.82944,0.99977,1,0.995,0.9757,0.28591,0.19876,0.82519,0.0007196,0.0007196,0.0007196
99,1071.03,0.28483,0.22078,0.82082,1,0.99962,0.995,0.97008,0.28696,0.19833,0.82464,0.0007064,0.0007064,0.0007064
100,1081.92,0.28893,0.21978,0.82193,0.99991,1,0.995,0.96547,0.2956,0.19984,0.83242,0.0006932,0.0006932,0.0006932
101,1092.75,0.29075,0.21735,0.82245,0.99977,1,0.995,0.97009,0.28544,0.18816,0.83306,0.00068,0.00068,0.00068
102,1103.55,0.28431,0.22458,0.81399,0.99974,1,0.995,0.96944,0.28967,0.1891,0.83456,0.0006668,0.0006668,0.0006668
103,1114.41,0.28069,0.22041,0.81735,1,0.99545,0.995,0.9634,0.29254,0.2067,0.82843,0.0006536,0.0006536,0.0006536
104,1125.22,0.27746,0.21941,0.81896,0.99984,1,0.995,0.97205,0.28306,0.19409,0.83144,0.0006404,0.0006404,0.0006404
105,1136.07,0.28024,0.21547,0.82996,0.99544,1,0.995,0.97009,0.28865,0.19833,0.83451,0.0006272,0.0006272,0.0006272
106,1146.88,0.28058,0.22051,0.81632,1,0.99946,0.995,0.96402,0.30005,0.2028,0.82885,0.000614,0.000614,0.000614
107,1157.74,0.27833,0.2181,0.81434,0.99936,1,0.995,0.96806,0.29005,0.19523,0.83464,0.0006008,0.0006008,0.0006008
108,1168.56,0.27425,0.21588,0.81669,1,0.99982,0.995,0.96864,0.28185,0.18475,0.83299,0.0005876,0.0005876,0.0005876
109,1179.33,0.27383,0.21584,0.8102,0.99951,1,0.995,0.96756,0.27942,0.1813,0.83151,0.0005744,0.0005744,0.0005744
110,1190.16,0.26995,0.21679,0.81658,1,0.99969,0.995,0.97062,0.27567,0.18314,0.83849,0.0005612,0.0005612,0.0005612
111,1201,0.26467,0.20467,0.80934,0.99964,1,0.995,0.96985,0.27158,0.18737,0.82678,0.000548,0.000548,0.000548
112,1211.86,0.26372,0.20658,0.8218,1,0.99984,0.995,0.96972,0.26377,0.18236,0.82502,0.0005348,0.0005348,0.0005348
113,1222.63,0.26546,0.2118,0.81299,0.99569,0.99932,0.995,0.97048,0.26694,0.19188,0.82324,0.0005216,0.0005216,0.0005216
114,1233.43,0.26875,0.20657,0.81389,0.99947,1,0.995,0.97108,0.26931,0.18361,0.82261,0.0005084,0.0005084,0.0005084
115,1244.22,0.26957,0.20783,0.81653,0.99976,1,0.995,0.97474,0.26469,0.17939,0.81924,0.0004952,0.0004952,0.0004952
116,1254.97,0.26714,0.2077,0.81519,0.99972,1,0.995,0.97679,0.25752,0.17689,0.81516,0.000482,0.000482,0.000482
117,1265.83,0.24623,0.1888,0.80401,0.99977,1,0.995,0.97574,0.26241,0.17477,0.82372,0.0004688,0.0004688,0.0004688
118,1276.63,0.25942,0.20097,0.81217,0.99982,1,0.995,0.97473,0.26721,0.17735,0.82295,0.0004556,0.0004556,0.0004556
119,1287.47,0.25413,0.20103,0.81125,0.99549,1,0.99496,0.9761,0.26201,0.18008,0.82462,0.0004424,0.0004424,0.0004424
120,1298.32,0.26058,0.19967,0.81562,0.99971,1,0.995,0.97779,0.26136,0.1753,0.82626,0.0004292,0.0004292,0.0004292
121,1309.21,0.25021,0.19809,0.81325,0.99976,1,0.995,0.97748,0.25768,0.17181,0.82409,0.000416,0.000416,0.000416
122,1320.01,0.25042,0.19449,0.8104,0.99967,0.99567,0.995,0.97745,0.25963,0.17591,0.81949,0.0004028,0.0004028,0.0004028
123,1330.85,0.26455,0.20164,0.81941,0.99569,0.99983,0.99496,0.97706,0.25956,0.17779,0.81777,0.0003896,0.0003896,0.0003896
124,1341.6,0.25909,0.19532,0.81538,0.99536,1,0.99496,0.97589,0.26328,0.17287,0.82493,0.0003764,0.0003764,0.0003764
125,1352.41,0.25745,0.19619,0.81188,1,0.99973,0.995,0.97293,0.26234,0.1741,0.82863,0.0003632,0.0003632,0.0003632
126,1363.2,0.25196,0.19691,0.81011,1,0.99969,0.995,0.97446,0.26109,0.17488,0.82912,0.00035,0.00035,0.00035
127,1374,0.24977,0.19415,0.80866,1,0.99974,0.995,0.97319,0.26459,0.16977,0.83162,0.0003368,0.0003368,0.0003368
128,1384.87,0.2497,0.19078,0.81352,0.99988,1,0.995,0.9759,0.26395,0.17178,0.83393,0.0003236,0.0003236,0.0003236
129,1395.67,0.24275,0.18544,0.81033,0.99975,1,0.995,0.97588,0.26272,0.16989,0.83074,0.0003104,0.0003104,0.0003104
130,1406.51,0.24192,0.18655,0.81139,0.99977,1,0.995,0.97434,0.26187,0.17029,0.82644,0.0002972,0.0002972,0.0002972
131,1417.32,0.2443,0.18656,0.80984,0.99977,1,0.995,0.97529,0.25317,0.16692,0.8255,0.000284,0.000284,0.000284
132,1428.16,0.24397,0.18299,0.80785,0.99976,1,0.995,0.97233,0.25754,0.166,0.82934,0.0002708,0.0002708,0.0002708
133,1439.02,0.25095,0.18639,0.81224,0.99975,1,0.995,0.97957,0.25207,0.1646,0.82289,0.0002576,0.0002576,0.0002576
134,1449.89,0.24208,0.18189,0.80762,0.99973,1,0.995,0.97653,0.25528,0.16354,0.82017,0.0002444,0.0002444,0.0002444
135,1460.74,0.24337,0.18294,0.8124,1,0.99988,0.995,0.97908,0.24721,0.16022,0.82398,0.0002312,0.0002312,0.0002312
136,1471.57,0.24148,0.1808,0.81219,1,0.9998,0.995,0.9782,0.24502,0.16399,0.82103,0.000218,0.000218,0.000218
137,1482.33,0.24281,0.18255,0.81053,1,0.99978,0.995,0.97943,0.24238,0.16063,0.81841,0.0002048,0.0002048,0.0002048
138,1493.19,0.23783,0.17884,0.81039,1,0.99978,0.995,0.97843,0.25264,0.16098,0.82634,0.0001916,0.0001916,0.0001916
139,1504,0.2403,0.17558,0.80896,1,0.99978,0.995,0.97595,0.25698,0.16328,0.82609,0.0001784,0.0001784,0.0001784
140,1514.84,0.22698,0.17435,0.79759,1,0.99995,0.995,0.97716,0.24621,0.15919,0.8199,0.0001652,0.0001652,0.0001652
141,1537.22,0.196,0.14702,0.77458,0.99971,1,0.995,0.97756,0.25405,0.16306,0.82153,0.000152,0.000152,0.000152
142,1547.92,0.19522,0.14827,0.77647,0.99946,1,0.995,0.97885,0.25066,0.16428,0.82492,0.0001388,0.0001388,0.0001388
143,1558.72,0.19356,0.14922,0.77311,0.99983,1,0.995,0.97748,0.25411,0.1629,0.82581,0.0001256,0.0001256,0.0001256
144,1569.48,0.19489,0.14939,0.77473,0.99983,1,0.995,0.97788,0.25046,0.16078,0.8253,0.0001124,0.0001124,0.0001124
145,1580.36,0.19128,0.1461,0.76967,0.99983,1,0.995,0.97707,0.24819,0.15902,0.8248,9.92e-05,9.92e-05,9.92e-05
146,1591.21,0.1845,0.14328,0.76379,0.99986,1,0.995,0.97701,0.24912,0.15568,0.82543,8.6e-05,8.6e-05,8.6e-05
147,1602.06,0.1892,0.14097,0.78252,0.99987,1,0.995,0.9794,0.24802,0.15479,0.826,7.28e-05,7.28e-05,7.28e-05
148,1613.04,0.18698,0.14292,0.77609,1,0.99998,0.995,0.97613,0.24833,0.1549,0.82598,5.96e-05,5.96e-05,5.96e-05
149,1624.14,0.1843,0.13981,0.77331,1,0.99991,0.995,0.9779,0.24588,0.15341,0.82659,4.64e-05,4.64e-05,4.64e-05
150,1635.42,0.18476,0.14236,0.78542,1,0.99982,0.995,0.97969,0.24485,0.15409,0.82555,3.32e-05,3.32e-05,3.32e-05
